Job ID,Num bids,Avg. Payment
5552410bfee2a02f1d41b5d1,8,   $824.25
55677a2de3a5da083b2f74bb,2,   $802.50
54f84d47f97d87546f405af7,5,   $801.00
550200a9f97d87546f41e255,1,   $800.00
550ca7970b5713935b6ad4e0,1,   $800.00
553021ab8928e5212ed00ffc,6,   $797.33
5547909cfee2a02f1d400679,5,   $789.00
54dc16154540f72617522e7b,6,   $783.33
55283fc38928e5212ecedaae,1,   $775.00
553955b00234f7e6568ee083,1,   $770.00
5547ad468f99862a08311ce9,6,   $767.50
554b942efee2a02f1d40cffa,6,   $765.83
5553d2e0fee2a02f1d42240f,2,   $765.00
553190ca0234f7e6568d879b,2,   $762.50
55095d62f97d87546f42cce4,15,   $751.00
54ee5c342de2cbc012276866,2,   $750.00
55494b80fee2a02f1d4064d2,5,   $744.80
554fff7e8f99862a0832628c,7,   $740.57
55516cddfee2a02f1d419266,7,   $737.14
554a67de8f99862a0831a864,1,   $727.50
54e8f1a5b54b72b02f01217a,2,   $725.00
555a6c95fee2a02f1d430353,3,   $725.00
552e95550234f7e6568ccf86,4,   $712.50
55528b10fee2a02f1d41d74e,2,   $712.50
555b6d0ce3a5da083b2d2d86,1,   $700.00
55594c86fee2a02f1d42cd1f,5,   $684.00
54f6dad1018439c66807e7c6,4,   $680.00
5558c0308f99862a0833c790,3,   $673.33
5552376afee2a02f1d41b083,2,   $665.00
5553903f8f99862a0833118b,12,   $662.33
55554c138f99862a08337700,5,   $657.80
5552475ffee2a02f1d41be83,9,   $657.78
55591a798f99862a0833d003,7,   $653.43
555413d7fee2a02f1d4232ea,3,   $650.00
553ae2ca0234f7e6568f2dd8,5,   $650.00
5510e552e14573073a62894e,6,   $649.00
555aedc48f99862a08341dde,2,   $647.50
54f66613018439c66807d546,3,   $645.00
551452d69516c92415477b01,3,   $645.00
554031168928e5212ed2c5a5,3,   $645.00
55526911fee2a02f1d41c8e2,6,   $645.00
5553346f8f99862a0832f8fa,10,   $639.90
5509b26f0bb19ae920aa078e,7,   $634.86
5530597b8928e5212ed02769,7,   $634.29
55562097fee2a02f1d428709,7,   $620.71
555565f48f99862a083379e0,8,   $618.63
555690978f99862a0833ad73,5,   $611.00
554c2ad18f99862a08320988,3,   $608.33
55594835fee2a02f1d42cc8f,2,   $602.50
553fcd610234f7e6568fcffe,1,   $600.00
54e392af4540f7261752ee10,1,   $600.00
5547cb558f99862a08312682,2,   $597.50
55525f4ffee2a02f1d41c5d5,3,   $591.67
554a05318f99862a08318c62,1,   $590.00
54ea58492de2cbc012269c66,5,   $586.50
555646f9fee2a02f1d42939b,2,   $577.50
5555032cfee2a02f1d425d75,4,   $575.00
555a74d58f99862a08340c82,1,   $570.00
553905298928e5212ed19686,10,   $562.50
5554db078f99862a08335769,6,   $559.17
555723248f99862a0833b2ea,4,   $552.50
55526f3bfee2a02f1d41cab7,2,   $550.00
5552b45cfee2a02f1d41e355,6,   $541.50
55535ecc8f99862a0832fe97,7,   $537.14
555b68ffe3a5da083b2d2c2a,3,   $531.67
55380cec0234f7e6568e9fa0,2,   $525.00
555a1cb3fee2a02f1d42e418,5,   $517.00
555632528f99862a083394e1,8,   $507.00
54de48381f52c78b5482c095,1,   $500.00
556a0214fc87d0e077f7dc35,1,   $500.00
554a5b9b8f99862a0831a0c3,1,   $500.00
54fd45640bb19ae920a83239,3,   $480.00
55563445fee2a02f1d428d65,3,   $476.67
54f6377368f8262816bb470d,3,   $475.00
55528fb7fee2a02f1d41d9c5,5,   $474.00
5504f89e0bb19ae920a962ef,2,   $472.50
555493ff8f99862a08334569,1,   $470.00
55536ceffee2a02f1d41f925,7,   $457.00
55528b78fee2a02f1d41d792,3,   $450.00
554946858f99862a0831717c,1,   $450.00
54dbe1aa4540f72617521756,4,   $447.50
555a26928f99862a0833ef94,4,   $446.88
5526f6eb0234f7e6568bcf3c,3,   $438.33
55139d15b8d1be394982ebd8,1,   $437.50
55523afb8f99862a0832bbda,4,   $432.50
555a9da38f99862a08341345,6,   $431.67
5557be62fee2a02f1d42b457,3,   $426.67
551b07abd6657ae7070ec8bd,2,   $423.75
54dce8801f52c78b54827cbc,1,   $400.00
554a65828f99862a0831a748,2,   $397.50
54f490922de2cbc012282be9,6,   $396.67
5556d148fee2a02f1d42a8bb,2,   $392.50
555210cdfee2a02f1d41a460,1,   $390.00
555ae1d2fee2a02f1d43172d,6,   $389.58
54fe512c0bb19ae920a8619d,9,   $375.56
552650ec8928e5212ece8992,5,   $370.00
555bc25ffc87d0e077f59335,2,   $355.00
555a70fefee2a02f1d4304c8,3,   $350.00
555a59958f99862a083403df,1,   $350.00
54d53b472e08b70233a73ca6,2,   $347.50
555238228f99862a0832bacb,5,   $336.00
550b28a00bb19ae920aa4b38,1,   $325.00
555a68bcfee2a02f1d430248,5,   $324.00
556cc523fc87d0e077f828e5,1,   $310.00
554ac22afee2a02f1d40b3fa,1,   $300.00
553a7da40234f7e6568f1536,1,   $285.00
5558b1db8f99862a0833c6ad,4,   $280.00
550dbe4be14573073a622915,1,   $275.00
54ef51b2b54b72b02f022c68,1,   $275.00
55522b098f99862a0832b4e8,2,   $275.00
55516ea68f99862a08329d55,1,   $275.00
54cea5882e08b70233a55311,2,   $275.00
5556263e8f99862a0833900e,2,   $267.50
551cb750d6657ae7070f3a4e,2,   $262.50
55641649e3a5da083b2e9077,1,   $250.00
54d38e8d2e08b70233a6f50a,1,   $250.00
552aff680234f7e6568c2c85,1,   $250.00
5555241d8f99862a08336f98,2,   $247.50
54ecc1622de2cbc01226ee02,3,   $246.67
55499c39fee2a02f1d4076c0,1,   $205.00
555ba5c7fc87d0e077f586c3,3,   $203.33
54de3f4d4540f72617528632,1,   $200.00
5537f2d98928e5212ed16848,1,   $200.00
550dc024e14573073a622949,1,   $195.00
555e3315fc87d0e077f60bc2,1,   $195.00
550369e10bb19ae920a94654,2,   $182.50
552edddf8928e5212ecfc4a5,1,   $165.00
54ff39d0f97d87546f414d78,1,   $160.00
5557522b8f99862a0833b4c8,2,   $143.00
5564dc1dfc87d0e077f6d2ce,2,   $126.63
555cd10bfc87d0e077f5c2e5,1,   $125.00
54d94ce250dfb5e80702b775,1,   $125.00
55491ac68f99862a083163c5,1,    $90.00
5535c99a8928e5212ed0e70d,1,    $50.00
55399e038928e5212ed1c908,1,    $20.00
